#
#--------------------------------------------------------------------------------
### 
## 
## Courbe 0
## resp_2
## Courbe 1
## resp_3
## Courbe 2
## resp_4
## Courbe 3
## resp_5
## Courbe 4
## resp_6
## Courbe 5
## resp_7
## Courbe 6
## resp_8
## Courbe 7
## resp_9
## Courbe 8
## resp_10
## Courbe 9
## resp_11
## Courbe 10
## resp_12
## Courbe 11
## resp_13
## Courbe 12
## resp_14
FREQ          DZ_0_R        DZ_0_I        DZ_1_R        DZ_1_I        DZ_2_R        DZ_2_I        DZ_3_R        DZ_3_I        DZ_4_R        DZ_4_I        DZ_5_R        DZ_5_I        DZ_6_R        DZ_6_I        DZ_7_R        DZ_7_I        DZ_8_R        DZ_8_I        DZ_9_R        DZ_9_I        DZ_10_R       DZ_10_I       DZ_11_R       DZ_11_I       DZ_12_R       DZ_12_I     
 4.45000E+01   1.42721E-03   1.20079E-03   1.45770E-03   1.18664E-03   1.45242E-03   1.14590E-03   1.41340E-03   1.08261E-03   1.34350E-03   1.00079E-03   1.24634E-03   9.04466E-04   1.12627E-03   7.97612E-04   9.88321E-04   6.84186E-04   8.38120E-04   5.68106E-04   6.81822E-04   4.53255E-04   5.26023E-04   3.43483E-04   3.77677E-04   2.42608E-04   2.44012E-04   1.54419E-04
 4.48000E+01   1.44457E-03   1.20706E-03   1.47595E-03   1.19261E-03   1.47109E-03   1.15145E-03   1.43200E-03   1.08766E-03   1.36156E-03   1.00528E-03   1.26340E-03   9.08358E-04   1.14195E-03   8.00905E-04   1.00229E-03   6.86894E-04   8.50124E-04   5.70261E-04   6.91705E-04   4.54904E-04   5.33730E-04   3.44682E-04   3.83263E-04   2.43421E-04   2.47651E-04   1.54917E-04
 4.52000E+01   1.46800E-03   1.21524E-03   1.50061E-03   1.20039E-03   1.49632E-03   1.15866E-03   1.45715E-03   1.09418E-03   1.38597E-03   1.01105E-03   1.28649E-03   9.13346E-04   1.16317E-03   8.05105E-04   1.02119E-03   6.90331E-04   8.66374E-04   5.72984E-04   7.05086E-04   4.56977E-04   5.44165E-04   3.46181E-04   3.90828E-04   2.44432E-04   2.52581E-04   1.55532E-04
 4.55000E+01   1.48580E-03   1.22124E-03   1.51935E-03   1.20607E-03   1.51550E-03   1.16391E-03   1.47626E-03   1.09892E-03   1.40454E-03   1.01522E-03   1.30405E-03   9.16930E-04   1.17931E-03   8.08107E-04   1.03558E-03   6.92775E-04   8.78744E-04   5.74908E-04   7.15274E-04   4.58432E-04   5.52112E-04   3.47227E-04   3.96590E-04   2.45132E-04   2.56336E-04   1.55955E-04
 4.58000E+01   1.50379E-03   1.22713E-03   1.53829E-03   1.21163E-03   1.53490E-03   1.16902E-03   1.49561E-03   1.10351E-03   1.42333E-03   1.01925E-03   1.32183E-03   9.20375E-04   1.19566E-03   8.10978E-04   1.05015E-03   6.95099E-04   8.91274E-04   5.76728E-04   7.25595E-04   4.59799E-04   5.60163E-04   3.48203E-04   4.02428E-04   2.45782E-04   2.60141E-04   1.56345E-04
 4.61000E+01   1.52197E-03   1.23289E-03   1.55745E-03   1.21705E-03   1.55452E-03   1.17399E-03   1.51518E-03   1.10795E-03   1.44235E-03   1.02312E-03   1.33982E-03   9.23674E-04   1.21221E-03   8.13712E-04   1.06490E-03   6.97299E-04   9.03963E-04   5.78438E-04   7.36048E-04   4.61075E-04   5.68319E-04   3.49106E-04   4.08343E-04   2.46378E-04   2.63997E-04   1.56699E-04
 4.65000E+01   1.54652E-03   1.24037E-03   1.58332E-03   1.22405E-03   1.58103E-03   1.18038E-03   1.54163E-03   1.11363E-03   1.46806E-03   1.02805E-03   1.36416E-03   9.27837E-04   1.23460E-03   8.17136E-04   1.08487E-03   7.00030E-04   9.21135E-04   5.80541E-04   7.50196E-04   4.62628E-04   5.79359E-04   3.50194E-04   4.16350E-04   2.47086E-04   2.69217E-04   1.57115E-04
 4.68000E+01   1.56516E-03   1.24583E-03   1.60298E-03   1.22913E-03   1.60118E-03   1.18499E-03   1.56174E-03   1.11770E-03   1.48762E-03   1.03156E-03   1.38266E-03   9.30777E-04   1.25163E-03   8.19531E-04   1.10005E-03   7.01921E-04   9.34202E-04   5.81981E-04   7.60965E-04   4.63678E-04   5.87763E-04   3.50918E-04   4.22445E-04   2.47551E-04   2.73191E-04   1.57383E-04
 4.71000E+01   1.58400E-03   1.25115E-03   1.62285E-03   1.23406E-03   1.62155E-03   1.18943E-03   1.58209E-03   1.12161E-03   1.50740E-03   1.03489E-03   1.40140E-03   9.33552E-04   1.26887E-03   8.21771E-04   1.11543E-03   7.03671E-04   9.47435E-04   5.83297E-04   7.71871E-04   4.64624E-04   5.96275E-04   3.51560E-04   4.28621E-04   2.47955E-04   2.77218E-04   1.57611E-04
 4.75000E+01   1.60943E-03   1.25801E-03   1.64968E-03   1.24039E-03   1.64908E-03   1.19510E-03   1.60958E-03   1.12654E-03   1.53414E-03   1.03907E-03   1.42672E-03   9.36988E-04   1.29218E-03   8.24509E-04   1.13623E-03   7.05778E-04   9.65336E-04   5.84853E-04   7.86627E-04   4.65719E-04   6.07794E-04   3.52285E-04   4.36978E-04   2.48397E-04   2.82668E-04   1.57851E-04
